"berkas_citra","nama"
"../test/186__M_Left_thumb_finger.BMP","Ismael Tracy"
"../test/186__M_Right_middle_finger.BMP","Ismael Tracy"
"../test/186__M_Right_little_finger.BMP","Ismael Tracy"
"../test/186__M_Right_index_finger.BMP","Ismael Tracy"
"../test/186__M_Left_index_finger.BMP","Ismael Tracy"
"../test/186__M_Right_ring_finger.BMP","Ismael Tracy"
"../test/187__M_Right_middle_finger.BMP","John Giardina"
"../test/187__M_Right_little_finger.BMP","John Giardina"
"../test/187__M_Right_index_finger.BMP","John Giardina"
"../test/187__M_Left_thumb_finger.BMP","John Giardina"
"../test/187__M_Right_ring_finger.BMP","John Giardina"
"../test/187__M_Right_thumb_finger.BMP","John Giardina"
"../test/187__M_Left_index_finger.BMP","John Giardina"
"../test/187__M_Left_little_finger.BMP","John Giardina"
"../test/187__M_Left_ring_finger.BMP","John Giardina"
"../test/187__M_Left_middle_finger.BMP","John Giardina"
"../test/188__M_Right_index_finger.BMP","Cathy Johnson"
"../test/188__M_Left_index_finger.BMP","Cathy Johnson"
"../test/188__M_Right_ring_finger.BMP","Cathy Johnson"
"../test/188__M_Right_thumb_finger.BMP","Cathy Johnson"
"../test/188__M_Left_thumb_finger.BMP","Cathy Johnson"
"../test/188__M_Right_middle_finger.BMP","Cathy Johnson"
"../test/188__M_Right_little_finger.BMP","Cathy Johnson"
"../test/188__M_Left_middle_finger.BMP","Cathy Johnson"
"../test/188__M_Left_little_finger.BMP","Cathy Johnson"
"../test/188__M_Left_ring_finger.BMP","Cathy Johnson"
"../test/189__F_Right_thumb_finger.BMP","Nancy Johnson"
"../test/189__F_Left_ring_finger.BMP","Nancy Johnson"
"../test/189__F_Left_middle_finger.BMP","Nancy Johnson"
"../test/189__F_Left_thumb_finger.BMP","Nancy Johnson"
"../test/189__F_Left_little_finger.BMP","Nancy Johnson"
"../test/189__F_Right_index_finger.BMP","Nancy Johnson"
"../test/189__F_Left_index_finger.BMP","Nancy Johnson"
"../test/189__F_Right_middle_finger.BMP","Nancy Johnson"
"../test/189__F_Right_little_finger.BMP","Nancy Johnson"
"../test/189__F_Right_ring_finger.BMP","Nancy Johnson"
"../test/190__M_Right_middle_finger.BMP","William Saunders"
"../test/190__M_Right_index_finger.BMP","William Saunders"
"../test/190__M_Right_little_finger.BMP","William Saunders"
"../test/190__M_Left_thumb_finger.BMP","William Saunders"
"../test/190__M_Left_middle_finger.BMP","William Saunders"
"../test/190__M_Left_little_finger.BMP","William Saunders"
"../test/190__M_Left_ring_finger.BMP","William Saunders"
"../test/190__M_Right_ring_finger.BMP","William Saunders"
"../test/190__M_Right_thumb_finger.BMP","William Saunders"
"../test/190__M_Left_index_finger.BMP","William Saunders"
"../test/191__F_Right_ring_finger.BMP","Tressa Kennedy"
"../test/191__F_Right_middle_finger.BMP","Tressa Kennedy"
"../test/191__F_Left_middle_finger.BMP","Tressa Kennedy"
"../test/191__F_Right_little_finger.BMP","Tressa Kennedy"
"../test/191__F_Left_little_finger.BMP","Tressa Kennedy"
"../test/191__F_Left_ring_finger.BMP","Tressa Kennedy"
"../test/191__F_Left_index_finger.BMP","Tressa Kennedy"
"../test/191__F_Right_thumb_finger.BMP","Tressa Kennedy"
"../test/191__F_Left_thumb_finger.BMP","Tressa Kennedy"
"../test/191__F_Right_index_finger.BMP","Tressa Kennedy"
"../test/192__M_Left_ring_finger.BMP","Oscar Rollins"
"../test/192__M_Right_ring_finger.BMP","Oscar Rollins"
"../test/192__M_Left_index_finger.BMP","Oscar Rollins"
"../test/192__M_Right_index_finger.BMP","Oscar Rollins"
"../test/192__M_Left_thumb_finger.BMP","Oscar Rollins"
"../test/192__M_Right_middle_finger.BMP","Oscar Rollins"
"../test/192__M_Right_thumb_finger.BMP","Oscar Rollins"
"../test/192__M_Right_little_finger.BMP","Oscar Rollins"
"../test/192__M_Left_middle_finger.BMP","Oscar Rollins"
"../test/192__M_Left_little_finger.BMP","Oscar Rollins"
"../test/193__M_Left_little_finger.BMP","Matthew Williams"
"../test/193__M_Left_middle_finger.BMP","Matthew Williams"
"../test/193__M_Left_index_finger.BMP","Matthew Williams"
"../test/193__M_Right_thumb_finger.BMP","Matthew Williams"
"../test/193__M_Right_ring_finger.BMP","Matthew Williams"
"../test/193__M_Left_ring_finger.BMP","Matthew Williams"
"../test/193__M_Right_middle_finger.BMP","Matthew Williams"
"../test/193__M_Left_thumb_finger.BMP","Matthew Williams"
"../test/193__M_Right_index_finger.BMP","Matthew Williams"
"../test/193__M_Right_little_finger.BMP","Matthew Williams"
"../test/194__M_Left_middle_finger.BMP","Sarah Banuelos"
"../test/194__M_Left_little_finger.BMP","Sarah Banuelos"
"../test/194__M_Right_thumb_finger.BMP","Sarah Banuelos"
"../test/194__M_Left_thumb_finger.BMP","Sarah Banuelos"
"../test/194__M_Right_ring_finger.BMP","Sarah Banuelos"
"../test/194__M_Right_little_finger.BMP","Sarah Banuelos"
"../test/194__M_Right_index_finger.BMP","Sarah Banuelos"
"../test/194__M_Left_ring_finger.BMP","Sarah Banuelos"
"../test/194__M_Right_middle_finger.BMP","Sarah Banuelos"
"../test/194__M_Left_index_finger.BMP","Sarah Banuelos"
"../test/195__M_Right_index_finger.BMP","Mildred Ducksworth"
"../test/195__M_Left_thumb_finger.BMP","Mildred Ducksworth"
"../test/195__M_Left_ring_finger.BMP","Mildred Ducksworth"
"../test/195__M_Right_little_finger.BMP","Mildred Ducksworth"
"../test/195__M_Right_thumb_finger.BMP","Mildred Ducksworth"
"../test/195__M_Right_middle_finger.BMP","Mildred Ducksworth"
"../test/195__M_Left_index_finger.BMP","Mildred Ducksworth"
"../test/195__M_Right_ring_finger.BMP","Mildred Ducksworth"
"../test/195__M_Left_little_finger.BMP","Mildred Ducksworth"
"../test/195__M_Left_middle_finger.BMP","Mildred Ducksworth"
"../test/196__M_Right_ring_finger.BMP","Eugene Mullins"
"../test/196__M_Left_ring_finger.BMP","Eugene Mullins"
"../test/196__M_Right_thumb_finger.BMP","Eugene Mullins"
"../test/196__M_Right_little_finger.BMP","Eugene Mullins"
"../test/196__M_Left_index_finger.BMP","Eugene Mullins"
"../test/196__M_Right_middle_finger.BMP","Eugene Mullins"
"../test/196__M_Left_middle_finger.BMP","Eugene Mullins"
"../test/196__M_Left_little_finger.BMP","Eugene Mullins"
"../test/196__M_Left_thumb_finger.BMP","Eugene Mullins"
"../test/196__M_Right_index_finger.BMP","Eugene Mullins"
"../test/197__M_Left_index_finger.BMP","Emma Siemens"
"../test/197__M_Right_little_finger.BMP","Emma Siemens"
"../test/197__M_Right_index_finger.BMP","Emma Siemens"
"../test/197__M_Right_middle_finger.BMP","Emma Siemens"
"../test/197__M_Right_ring_finger.BMP","Emma Siemens"
"../test/197__M_Left_little_finger.BMP","Emma Siemens"
"../test/197__M_Left_ring_finger.BMP","Emma Siemens"
"../test/197__M_Left_middle_finger.BMP","Emma Siemens"
"../test/197__M_Left_thumb_finger.BMP","Emma Siemens"
"../test/197__M_Right_thumb_finger.BMP","Emma Siemens"
"../test/198__M_Right_index_finger.BMP","Calvin Earl"
"../test/198__M_Left_thumb_finger.BMP","Calvin Earl"
"../test/198__M_Left_ring_finger.BMP","Calvin Earl"
"../test/198__M_Left_middle_finger.BMP","Calvin Earl"
"../test/198__M_Left_little_finger.BMP","Calvin Earl"
"../test/198__M_Right_ring_finger.BMP","Calvin Earl"
"../test/198__M_Right_little_finger.BMP","Calvin Earl"
"../test/198__M_Right_thumb_finger.BMP","Calvin Earl"
"../test/198__M_Left_index_finger.BMP","Calvin Earl"
"../test/198__M_Right_middle_finger.BMP","Calvin Earl"
"../test/199__M_Left_thumb_finger.BMP","John Dabadie"
"../test/199__M_Right_thumb_finger.BMP","John Dabadie"
"../test/199__M_Left_ring_finger.BMP","John Dabadie"
"../test/199__M_Left_little_finger.BMP","John Dabadie"
"../test/199__M_Left_middle_finger.BMP","John Dabadie"
"../test/199__M_Left_index_finger.BMP","John Dabadie"
"../test/199__M_Right_little_finger.BMP","John Dabadie"
"../test/199__M_Right_middle_finger.BMP","John Dabadie"
"../test/199__M_Right_index_finger.BMP","John Dabadie"
"../test/199__M_Right_ring_finger.BMP","John Dabadie"
"../test/200__M_Left_ring_finger.BMP","Vincent Carter"
"../test/200__M_Left_thumb_finger.BMP","Vincent Carter"
"../test/200__M_Right_index_finger.BMP","Vincent Carter"
"../test/200__M_Right_middle_finger.BMP","Vincent Carter"
"../test/200__M_Right_ring_finger.BMP","Vincent Carter"
"../test/200__M_Right_little_finger.BMP","Vincent Carter"
"../test/200__M_Left_middle_finger.BMP","Vincent Carter"
"../test/200__M_Left_index_finger.BMP","Vincent Carter"
"../test/200__M_Left_little_finger.BMP","Vincent Carter"
"../test/200__M_Right_thumb_finger.BMP","Vincent Carter"
"../test/201__F_Left_middle_finger.BMP","Elisa Roth"
"../test/201__F_Left_little_finger.BMP","Elisa Roth"
"../test/201__F_Right_ring_finger.BMP","Elisa Roth"
"../test/201__F_Left_index_finger.BMP","Elisa Roth"
"../test/201__F_Right_thumb_finger.BMP","Elisa Roth"
"../test/201__F_Right_middle_finger.BMP","Elisa Roth"
"../test/201__F_Right_little_finger.BMP","Elisa Roth"
"../test/201__F_Left_thumb_finger.BMP","Elisa Roth"
"../test/201__F_Right_index_finger.BMP","Elisa Roth"
"../test/201__F_Left_ring_finger.BMP","Elisa Roth"
"../test/202__M_Right_index_finger.BMP","Timothy Coronado"
"../test/202__M_Right_middle_finger.BMP","Timothy Coronado"
"../test/202__M_Right_little_finger.BMP","Timothy Coronado"
"../test/202__M_Right_ring_finger.BMP","Timothy Coronado"
"../test/202__M_Left_index_finger.BMP","Timothy Coronado"
"../test/202__M_Right_thumb_finger.BMP","Timothy Coronado"
"../test/202__M_Left_ring_finger.BMP","Timothy Coronado"
"../test/202__M_Left_middle_finger.BMP","Timothy Coronado"
"../test/202__M_Left_little_finger.BMP","Timothy Coronado"
"../test/202__M_Left_thumb_finger.BMP","Timothy Coronado"
"../test/203__M_Left_little_finger.BMP","James Carter"
"../test/203__M_Left_index_finger.BMP","James Carter"
"../test/203__M_Left_middle_finger.BMP","James Carter"
"../test/203__M_Right_middle_finger.BMP","James Carter"
"../test/203__M_Right_little_finger.BMP","James Carter"
"../test/203__M_Right_ring_finger.BMP","James Carter"
"../test/203__M_Right_thumb_finger.BMP","James Carter"
"../test/203__M_Left_ring_finger.BMP","James Carter"
"../test/203__M_Left_thumb_finger.BMP","James Carter"
"../test/203__M_Right_index_finger.BMP","James Carter"
"../test/204__F_Left_index_finger.BMP","Earl Johnson"
"../test/204__F_Right_thumb_finger.BMP","Earl Johnson"
"../test/204__F_Right_ring_finger.BMP","Earl Johnson"
"../test/204__F_Right_little_finger.BMP","Earl Johnson"
"../test/204__F_Right_middle_finger.BMP","Earl Johnson"
"../test/204__F_Left_little_finger.BMP","Earl Johnson"
"../test/204__F_Left_middle_finger.BMP","Earl Johnson"
"../test/204__F_Left_ring_finger.BMP","Earl Johnson"
"../test/204__F_Left_thumb_finger.BMP","Earl Johnson"
"../test/204__F_Right_index_finger.BMP","Earl Johnson"
"../test/205__F_Right_ring_finger.BMP","Glenn Phillips"
"../test/205__F_Right_little_finger.BMP","Glenn Phillips"
"../test/205__F_Right_middle_finger.BMP","Glenn Phillips"
"../test/205__F_Right_index_finger.BMP","Glenn Phillips"
"../test/205__F_Left_index_finger.BMP","Glenn Phillips"
"../test/205__F_Left_middle_finger.BMP","Glenn Phillips"
"../test/205__F_Left_little_finger.BMP","Glenn Phillips"
"../test/205__F_Left_ring_finger.BMP","Glenn Phillips"
"../test/205__F_Right_thumb_finger.BMP","Glenn Phillips"
"../test/205__F_Left_thumb_finger.BMP","Glenn Phillips"
"../test/206__M_Right_thumb_finger.BMP","Emily Haynes"
"../test/206__M_Right_ring_finger.BMP","Emily Haynes"
"../test/206__M_Left_middle_finger.BMP","Emily Haynes"
"../test/206__M_Left_index_finger.BMP","Emily Haynes"
"../test/206__M_Left_little_finger.BMP","Emily Haynes"
"../test/206__M_Right_index_finger.BMP","Emily Haynes"
"../test/206__M_Right_little_finger.BMP","Emily Haynes"
"../test/206__M_Right_middle_finger.BMP","Emily Haynes"
"../test/206__M_Left_ring_finger.BMP","Emily Haynes"
"../test/206__M_Left_thumb_finger.BMP","Emily Haynes"
"../test/207__M_Left_index_finger.BMP","Jerry Cummings"
"../test/207__M_Right_ring_finger.BMP","Jerry Cummings"
"../test/207__M_Right_index_finger.BMP","Jerry Cummings"
"../test/207__M_Left_ring_finger.BMP","Jerry Cummings"
"../test/207__M_Left_little_finger.BMP","Jerry Cummings"
"../test/207__M_Left_thumb_finger.BMP","Jerry Cummings"
"../test/207__M_Left_middle_finger.BMP","Jerry Cummings"
"../test/207__M_Right_little_finger.BMP","Jerry Cummings"
"../test/207__M_Right_middle_finger.BMP","Jerry Cummings"
"../test/207__M_Right_thumb_finger.BMP","Jerry Cummings"
"../test/208__M_Right_little_finger.BMP","Victor Kyer"
"../test/208__M_Right_middle_finger.BMP","Victor Kyer"
"../test/208__M_Left_thumb_finger.BMP","Victor Kyer"
"../test/208__M_Left_ring_finger.BMP","Victor Kyer"
"../test/208__M_Right_index_finger.BMP","Victor Kyer"
"../test/208__M_Right_ring_finger.BMP","Victor Kyer"
"../test/208__M_Left_middle_finger.BMP","Victor Kyer"
"../test/208__M_Left_index_finger.BMP","Victor Kyer"
"../test/208__M_Left_little_finger.BMP","Victor Kyer"
"../test/208__M_Right_thumb_finger.BMP","Victor Kyer"
"../test/209__F_Left_middle_finger.BMP","Michael Alexandra"
"../test/209__F_Left_little_finger.BMP","Michael Alexandra"
"../test/209__F_Right_little_finger.BMP","Michael Alexandra"
"../test/209__F_Right_ring_finger.BMP","Michael Alexandra"
"../test/209__F_Right_middle_finger.BMP","Michael Alexandra"
"../test/209__F_Right_thumb_finger.BMP","Michael Alexandra"
"../test/209__F_Left_index_finger.BMP","Michael Alexandra"
"../test/209__F_Left_ring_finger.BMP","Michael Alexandra"
"../test/209__F_Right_index_finger.BMP","Michael Alexandra"
"../test/209__F_Left_thumb_finger.BMP","Michael Alexandra"
"../test/210__M_Right_index_finger.BMP","Sylvia Phariss"
"../test/210__M_Left_index_finger.BMP","Sylvia Phariss"
"../test/210__M_Left_ring_finger.BMP","Sylvia Phariss"
"../test/210__M_Right_ring_finger.BMP","Sylvia Phariss"
"../test/210__M_Right_thumb_finger.BMP","Sylvia Phariss"
"../test/210__M_Left_middle_finger.BMP","Sylvia Phariss"
"../test/210__M_Right_little_finger.BMP","Sylvia Phariss"
"../test/210__M_Left_little_finger.BMP","Sylvia Phariss"
"../test/210__M_Right_middle_finger.BMP","Sylvia Phariss"
"../test/210__M_Left_thumb_finger.BMP","Sylvia Phariss"
"../test/211__M_Right_ring_finger.BMP","Joel Jacobs"
"../test/211__M_Left_little_finger.BMP","Joel Jacobs"
"../test/211__M_Left_index_finger.BMP","Joel Jacobs"
"../test/211__M_Left_middle_finger.BMP","Joel Jacobs"
"../test/211__M_Right_thumb_finger.BMP","Joel Jacobs"
"../test/211__M_Right_little_finger.BMP","Joel Jacobs"
"../test/211__M_Left_thumb_finger.BMP","Joel Jacobs"
"../test/211__M_Right_middle_finger.BMP","Joel Jacobs"
"../test/211__M_Left_ring_finger.BMP","Joel Jacobs"
"../test/211__M_Right_index_finger.BMP","Joel Jacobs"
"../test/212__M_Right_little_finger.BMP","Cleo Perry"
"../test/212__M_Left_thumb_finger.BMP","Cleo Perry"
"../test/212__M_Right_middle_finger.BMP","Cleo Perry"
"../test/212__M_Right_index_finger.BMP","Cleo Perry"
"../test/212__M_Left_middle_finger.BMP","Cleo Perry"
"../test/212__M_Left_index_finger.BMP","Cleo Perry"
"../test/212__M_Left_little_finger.BMP","Cleo Perry"
"../test/212__M_Left_ring_finger.BMP","Cleo Perry"
"../test/212__M_Right_ring_finger.BMP","Cleo Perry"
"../test/212__M_Right_thumb_finger.BMP","Cleo Perry"
"../test/213__M_Left_ring_finger.BMP","Mark Dixon"
"../test/213__M_Right_thumb_finger.BMP","Mark Dixon"
"../test/213__M_Right_little_finger.BMP","Mark Dixon"
"../test/213__M_Left_thumb_finger.BMP","Mark Dixon"
"../test/213__M_Left_little_finger.BMP","Mark Dixon"
"../test/213__M_Right_middle_finger.BMP","Mark Dixon"
"../test/213__M_Left_middle_finger.BMP","Mark Dixon"
"../test/213__M_Right_index_finger.BMP","Mark Dixon"
"../test/213__M_Right_ring_finger.BMP","Mark Dixon"
"../test/213__M_Left_index_finger.BMP","Mark Dixon"
"../test/214__M_Right_thumb_finger.BMP","David Snipes"
"../test/214__M_Left_middle_finger.BMP","David Snipes"
"../test/214__M_Left_ring_finger.BMP","David Snipes"
"../test/214__M_Right_middle_finger.BMP","David Snipes"
"../test/214__M_Left_little_finger.BMP","David Snipes"
"../test/214__M_Left_index_finger.BMP","David Snipes"
"../test/214__M_Right_little_finger.BMP","David Snipes"
"../test/214__M_Right_ring_finger.BMP","David Snipes"
"../test/214__M_Right_index_finger.BMP","David Snipes"
"../test/214__M_Left_thumb_finger.BMP","David Snipes"
"../test/215__M_Right_ring_finger.BMP","Eric Lopez"
"../test/215__M_Right_middle_finger.BMP","Eric Lopez"
"../test/215__M_Left_index_finger.BMP","Eric Lopez"
"../test/215__M_Right_little_finger.BMP","Eric Lopez"
"../test/215__M_Right_index_finger.BMP","Eric Lopez"
"../test/215__M_Left_little_finger.BMP","Eric Lopez"
"../test/215__M_Left_middle_finger.BMP","Eric Lopez"
"../test/215__M_Left_thumb_finger.BMP","Eric Lopez"
"../test/215__M_Right_thumb_finger.BMP","Eric Lopez"
"../test/215__M_Left_ring_finger.BMP","Eric Lopez"
"../test/216__M_Left_middle_finger.BMP","Mercedes Peck"
"../test/216__M_Left_thumb_finger.BMP","Mercedes Peck"
"../test/216__M_Left_little_finger.BMP","Mercedes Peck"
"../test/216__M_Right_thumb_finger.BMP","Mercedes Peck"
"../test/216__M_Right_middle_finger.BMP","Mercedes Peck"
"../test/216__M_Left_ring_finger.BMP","Mercedes Peck"
"../test/216__M_Left_index_finger.BMP","Mercedes Peck"
"../test/216__M_Right_little_finger.BMP","Mercedes Peck"
"../test/216__M_Right_ring_finger.BMP","Mercedes Peck"
"../test/216__M_Right_index_finger.BMP","Mercedes Peck"
"../test/217__M_Left_ring_finger.BMP","Cassandra Wilson"
"../test/217__M_Right_index_finger.BMP","Cassandra Wilson"
"../test/217__M_Left_thumb_finger.BMP","Cassandra Wilson"
"../test/217__M_Right_thumb_finger.BMP","Cassandra Wilson"
"../test/217__M_Right_ring_finger.BMP","Cassandra Wilson"
"../test/217__M_Right_middle_finger.BMP","Cassandra Wilson"
"../test/217__M_Left_index_finger.BMP","Cassandra Wilson"
"../test/217__M_Left_little_finger.BMP","Cassandra Wilson"
"../test/217__M_Right_little_finger.BMP","Cassandra Wilson"
"../test/217__M_Left_middle_finger.BMP","Cassandra Wilson"
"../test/218__M_Right_index_finger.BMP","Billy Williams"
"../test/218__M_Left_ring_finger.BMP","Billy Williams"
"../test/218__M_Right_middle_finger.BMP","Billy Williams"
"../test/218__M_Left_index_finger.BMP","Billy Williams"
"../test/218__M_Right_little_finger.BMP","Billy Williams"
"../test/218__M_Right_ring_finger.BMP","Billy Williams"
"../test/218__M_Right_thumb_finger.BMP","Billy Williams"
"../test/218__M_Left_thumb_finger.BMP","Billy Williams"
"../test/218__M_Left_middle_finger.BMP","Billy Williams"
"../test/218__M_Left_little_finger.BMP","Billy Williams"
"../test/219__M_Right_ring_finger.BMP","Christian Nisbet"
"../test/219__M_Left_little_finger.BMP","Christian Nisbet"
"../test/219__M_Left_index_finger.BMP","Christian Nisbet"
"../test/219__M_Right_middle_finger.BMP","Christian Nisbet"
"../test/219__M_Left_middle_finger.BMP","Christian Nisbet"
"../test/219__M_Right_little_finger.BMP","Christian Nisbet"
"../test/219__M_Right_thumb_finger.BMP","Christian Nisbet"
"../test/219__M_Left_ring_finger.BMP","Christian Nisbet"
